displayName,ratings,priceLevel,tags,areaName
"Spesial Geprek Wae, Tambun","{'average': 4.8, 'total': 0}",1,"[{'key': 'tenants/gofood/tags/CUISINE_ANEKA_NASI', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_NASI', 'displayName': 'Aneka nasi', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_ANEKA_AYAM_BEBEK', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_AYAM_BEBEK', 'displayName': 'Ayam & bebek', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Mangunjaya, Kabupaten Bekasi, Jawa Barat, Jawa, 17519, Indonesia"
"BUDOR NASI KUNING, samping sekolah AL-MARJAN","{'average': 4.5, 'total': 0}",1,"[{'key': 'tenants/gofood/tags/CUISINE_ANEKA_NASI', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_NASI', 'displayName': 'Aneka nasi', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SNACKS_JAJANAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_SNACKS_JAJANAN', 'displayName': 'Jajanan', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_MINUMAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_MINUMAN', 'displayName': 'Minuman', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Duta Indah, Jatikramat, Kota Bekasi, Jawa Barat, Jawa, 17413, Indonesia"
"Bubble Drink Sosis Bakar & Hotang, Jatiasih","{'average': 4.5, 'total': 0}",1,"[{'key': 'tenants/gofood/tags/CUISINE_MINUMAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_MINUMAN', 'displayName': 'Minuman', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SNACKS_JAJANAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_SNACKS_JAJANAN', 'displayName': 'Jajanan', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_KOREAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_KOREAN', 'displayName': 'Korea', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Bima, Jati Kramat Indah 1, Jatimekar, Kota Bekasi, Jawa Barat, Jawa, 17422, Indonesia"
Sate Klathak Joss Gandoss,"{'average': 4.8, 'total': 0}",3,"[{'key': 'tenants/gofood/tags/CUISINE_SATE', 'tenantUid': 'gofood', 'uid': 'CUISINE_SATE', 'displayName': 'Sate', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_MINUMAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_MINUMAN', 'displayName': 'Minuman', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_FASTFOOD', 'tenantUid': 'gofood', 'uid': 'CUISINE_FASTFOOD', 'displayName': 'Cepat saji', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Celebration Boulevard, Grand Wisata Residence, Lambangsari, Kabupaten Bekasi, Jawa Barat, Jawa, 17158, Indonesia"
"RajaCau23, Tambun Utara","{'average': 0, 'total': 0}",1,"[{'key': 'tenants/gofood/tags/CUISINE_SNACKS_JAJANAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_SNACKS_JAJANAN', 'displayName': 'Jajanan', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Satriamekar, Kabupaten Bekasi, Jawa Barat, Jawa, 17567, Indonesia"
"Ayam Gepuk Pak Gembus, Kemangsari","{'average': 4.6, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_ANEKA_AYAM_BEBEK', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_AYAM_BEBEK', 'displayName': 'Ayam & bebek', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Kemang Sari Raya, Perum Dosen IKIP, Jatikramat, Kota Bekasi, Jawa Barat, Jawa, 17413, Indonesia"
Bul - Bul Food and Beverage,"{'average': 0, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_SNACKS_JAJANAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_SNACKS_JAJANAN', 'displayName': 'Jajanan', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Kompas, Mekarsari, Kabupaten Bekasi, Jawa Barat, Jawa, 17519, Indonesia"
"Segara Biru Frozen Food, Tambun Selatan","{'average': 3.3, 'total': 0}",1,"[{'key': 'tenants/gofood/tags/CUISINE_MINUMAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_MINUMAN', 'displayName': 'Minuman', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Mangunjaya, Kabupaten Bekasi, Jawa Barat, Jawa, 17567, Indonesia"
"Gudeg Pawon Wiro, Mustika Jaya","{'average': 4.8, 'total': 0}",1,"[{'key': 'tenants/gofood/tags/CUISINE_ANEKA_NASI', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_NASI', 'displayName': 'Aneka nasi', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_ROTI', 'tenantUid': 'gofood', 'uid': 'CUISINE_ROTI', 'displayName': 'Roti', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SWEETS_DESSERTS', 'tenantUid': 'gofood', 'uid': 'CUISINE_SWEETS_DESSERTS', 'displayName': 'Sweets', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Dukuh Zamrud, Mustikajaya, Kota Bekasi, Jawa Barat, Jawa, 17156, Indonesia"
"Soto Ceker Jumbo Hj Sumi, Jatiasih","{'average': 4.6, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_SOTO_BAKSO_SOP', 'tenantUid': 'gofood', 'uid': 'CUISINE_SOTO_BAKSO_SOP', 'displayName': 'Bakso & soto', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Villa Jatirasa, Jatimekar, Kota Bekasi, Jawa Barat, Jawa, 17423, Indonesia"
"Jamilah Happy Food and Drink, Pusaka Rakyat","{'average': 0, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_SNACKS_JAJANAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_SNACKS_JAJANAN', 'displayName': 'Jajanan', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_MARTABAK', 'tenantUid': 'gofood', 'uid': 'CUISINE_MARTABAK', 'displayName': 'Martabak', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_MINUMAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_MINUMAN', 'displayName': 'Minuman', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Pusaka Rakyat, Kota Harapan Indah, Setiaasih, Kabupaten Bekasi, Jawa Barat, Jawa, 17215, Indonesia"
"Soto Betawi Ibu Emis, Tambun Selatan","{'average': 4.6, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_SOTO_BAKSO_SOP', 'tenantUid': 'gofood', 'uid': 'CUISINE_SOTO_BAKSO_SOP', 'displayName': 'Bakso & soto', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Kompas, Mekarsari, Kabupaten Bekasi, Jawa Barat, Jawa, 17520, Indonesia"
"Ari Frozen Food, Pondok Gede","{'average': 4.6, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_FASTFOOD', 'tenantUid': 'gofood', 'uid': 'CUISINE_FASTFOOD', 'displayName': 'Cepat saji', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Pulau Tanabala, Jatimakmur, Kota Bekasi, Jawa Barat, Jawa, 17413, Indonesia"
"Mommy's Kitchen, Pondok Gede","{'average': 4.8, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_ANEKA_NASI', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_NASI', 'displayName': 'Aneka nasi', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_ANEKA_AYAM_BEBEK', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_AYAM_BEBEK', 'displayName': 'Ayam & bebek', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SOTO_BAKSO_SOP', 'tenantUid': 'gofood', 'uid': 'CUISINE_SOTO_BAKSO_SOP', 'displayName': 'Bakso & soto', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Mesjid Jati Cempaka, Jatiwaringin, Kota Bekasi, Jawa Barat, Jawa, 17411, Indonesia"
"Jus Buah Kedung 7, Duta Indah","{'average': 4.8, 'total': 0}",1,"[{'key': 'tenants/gofood/tags/CUISINE_MINUMAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_MINUMAN', 'displayName': 'Minuman', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Duta Indah Raya, Duta Indah, Jatikramat, Kota Bekasi, Jawa Barat, Jawa, 17413, Indonesia"
"Ayam Geprek HOTLah, Perum Duta Indah","{'average': 4.2, 'total': 0}",1,"[{'key': 'tenants/gofood/tags/CUISINE_ANEKA_AYAM_BEBEK', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_AYAM_BEBEK', 'displayName': 'Ayam & bebek', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Duta Indah Raya, Duta Indah, Jatimakmur, Kota Bekasi, Jawa Barat, Jawa, 17413, Indonesia"
"Kedai Kashibu Ramen & Rice Bowl, Pondok Gede","{'average': 0, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_JAPANESE', 'tenantUid': 'gofood', 'uid': 'CUISINE_JAPANESE', 'displayName': 'Jepang', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_ANEKA_AYAM_BEBEK', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_AYAM_BEBEK', 'displayName': 'Ayam & bebek', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Duta Indah Raya, Duta Indah, Jatimakmur, Kota Bekasi, Jawa Barat, Jawa, 17413, Indonesia"
"DAI Frozen (Pitu Nutritions), Ruko Pesona Taman Mini","{'average': 4.8, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_FASTFOOD', 'tenantUid': 'gofood', 'uid': 'CUISINE_FASTFOOD', 'displayName': 'Cepat saji', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_MINUMAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_MINUMAN', 'displayName': 'Minuman', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SEAFOOD', 'tenantUid': 'gofood', 'uid': 'CUISINE_SEAFOOD', 'displayName': 'Seafood', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Duta Indah, Jatimakmur, Kota Bekasi, Jawa Barat, Jawa, 17413, Indonesia"
"Pizza Hut Delivery - PHD,  Ruko Jati Makmur Residence Pondok Gede","{'average': 4.7, 'total': 0}",4,"[{'key': 'tenants/gofood/tags/CUISINE_PIZZA_PASTA', 'tenantUid': 'gofood', 'uid': 'CUISINE_PIZZA_PASTA', 'displayName': 'Pizza & pasta', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_FASTFOOD', 'tenantUid': 'gofood', 'uid': 'CUISINE_FASTFOOD', 'displayName': 'Cepat saji', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SNACKS_JAJANAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_SNACKS_JAJANAN', 'displayName': 'Jajanan', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_BURGER_SANDWICH_STEAK', 'tenantUid': 'gofood', 'uid': 'CUISINE_BURGER_SANDWICH_STEAK', 'displayName': 'Barat', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_ANEKA_AYAM_BEBEK', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_AYAM_BEBEK', 'displayName': 'Ayam & bebek', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Pizza Hut Delivery, Jalan Raya Jati Makmur, Duta Indah, Jatimakmur, Kota Bekasi, Jawa Barat, Jawa, 17413, Indonesia"
"RM. Sate Madura AL-MAD, Pondok Gede","{'average': 4.7, 'total': 0}",3,"[{'key': 'tenants/gofood/tags/CUISINE_ANEKA_NASI', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_NASI', 'displayName': 'Aneka nasi', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SATE', 'tenantUid': 'gofood', 'uid': 'CUISINE_SATE', 'displayName': 'Sate', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_ANEKA_AYAM_BEBEK', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_AYAM_BEBEK', 'displayName': 'Ayam & bebek', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Angkatan Laut, Jatimakmur, Kota Bekasi, Jawa Barat, Jawa, 17413, Indonesia"
"Sepotong Rotiku, Dukuh Zamrud","{'average': 4.5, 'total': 0}",3,"[{'key': 'tenants/gofood/tags/CUISINE_ROTI', 'tenantUid': 'gofood', 'uid': 'CUISINE_ROTI', 'displayName': 'Roti', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Dukuh Zamrud, Dukuh Zamrud Blok L, Familia Urban, Mustikasari, Kota Bekasi, Jawa Barat, Jawa, 17156, Indonesia"
"Been Sae Cake & Cookies, Baru Kompas","{'average': 4.2, 'total': 0}",3,"[{'key': 'tenants/gofood/tags/CUISINE_ROTI', 'tenantUid': 'gofood', 'uid': 'CUISINE_ROTI', 'displayName': 'Roti', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan K. Haji Masud, Kompas, Tambun, Kabupaten Bekasi, Jawa Barat, Jawa, 17520, Indonesia"
"Holland Bakery, Ruko Jati Makmur Residence","{'average': 4.8, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_ROTI', 'tenantUid': 'gofood', 'uid': 'CUISINE_ROTI', 'displayName': 'Roti', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SWEETS_DESSERTS', 'tenantUid': 'gofood', 'uid': 'CUISINE_SWEETS_DESSERTS', 'displayName': 'Sweets', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Holland Bakery Jati Makmur, 3A, Jalan Raya Jati Makmur, Duta Indah, Jatimakmur, Kota Bekasi, Jawa Barat, Jawa, 17413, Indonesia"
"Ayam Geprek Fajar, Perumahan Bumi Sentosa Asri","{'average': 4.1, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_FASTFOOD', 'tenantUid': 'gofood', 'uid': 'CUISINE_FASTFOOD', 'displayName': 'Cepat saji', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_ANEKA_NASI', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_NASI', 'displayName': 'Aneka nasi', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_ANEKA_AYAM_BEBEK', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_AYAM_BEBEK', 'displayName': 'Ayam & bebek', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalenjaya, Kabupaten Bekasi, Jawa Barat, Jawa, 17567, Indonesia"
"Domino's Pizza, Jati Makmur","{'average': 4.8, 'total': 0}",3,"[{'key': 'tenants/gofood/tags/CUISINE_PIZZA_PASTA', 'tenantUid': 'gofood', 'uid': 'CUISINE_PIZZA_PASTA', 'displayName': 'Pizza & pasta', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_FASTFOOD', 'tenantUid': 'gofood', 'uid': 'CUISINE_FASTFOOD', 'displayName': 'Cepat saji', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SNACKS_JAJANAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_SNACKS_JAJANAN', 'displayName': 'Jajanan', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Holland Bakery Jati Makmur, 3A, Jalan Raya Jati Makmur, Duta Indah, Jatimakmur, Kota Bekasi, Jawa Barat, Jawa, 17413, Indonesia"
"Nikita Fried Chicken, Mustikajaya","{'average': 4.6, 'total': 0}",1,"[{'key': 'tenants/gofood/tags/CUISINE_FASTFOOD', 'tenantUid': 'gofood', 'uid': 'CUISINE_FASTFOOD', 'displayName': 'Cepat saji', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Dukuh Zamrud, Cimuning, Kota Bekasi, Jawa Barat, Jawa, 17156, Indonesia"
"Bakmie 77 Seafood & Bakso Pitu, Antara, Pondok Gede","{'average': 4.8, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_SOTO_BAKSO_SOP', 'tenantUid': 'gofood', 'uid': 'CUISINE_SOTO_BAKSO_SOP', 'displayName': 'Bakso & soto', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_BAKMIE', 'tenantUid': 'gofood', 'uid': 'CUISINE_BAKMIE', 'displayName': 'Bakmie', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SEAFOOD', 'tenantUid': 'gofood', 'uid': 'CUISINE_SEAFOOD', 'displayName': 'Seafood', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Antara, Jatimakmur, Kota Bekasi, Jawa Barat, Jawa, 17413, Indonesia"
"Makanan Ringan Bekasi, Villa Jatirasa","{'average': 4.6, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_SNACKS_JAJANAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_SNACKS_JAJANAN', 'displayName': 'Jajanan', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Betet, Villa Jatirasa, Jatirasa, Kota Bekasi, Jawa Barat, Jawa, 17423, Indonesia"
"Truly Thai Tea, Pondok Gede","{'average': 4.7, 'total': 0}",1,"[{'key': 'tenants/gofood/tags/CUISINE_MINUMAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_MINUMAN', 'displayName': 'Minuman', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Klamono, Jatiwaringin, Kota Bekasi, Jawa Barat, Jawa, 17411, Indonesia"
Gerai Roti Bakar (Choco Bread),"{'average': 3.9, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_SNACKS_JAJANAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_SNACKS_JAJANAN', 'displayName': 'Jajanan', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_ROTI', 'tenantUid': 'gofood', 'uid': 'CUISINE_ROTI', 'displayName': 'Roti', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SWEETS_DESSERTS', 'tenantUid': 'gofood', 'uid': 'CUISINE_SWEETS_DESSERTS', 'displayName': 'Sweets', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Babelan Kota, Kabupaten Bekasi, Jawa Barat, Jawa, 17610, Indonesia"
"Seblak Seuhah Ella, Tambun","{'average': 4.8, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_SNACKS_JAJANAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_SNACKS_JAJANAN', 'displayName': 'Jajanan', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Kompas, Tambun, Kabupaten Bekasi, Jawa Barat, Jawa, 17510, Indonesia"
Cendolan x Nasi Telor Mama Muda,"{'average': 4.7, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_MINUMAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_MINUMAN', 'displayName': 'Minuman', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_ANEKA_NASI', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_NASI', 'displayName': 'Aneka nasi', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_FASTFOOD', 'tenantUid': 'gofood', 'uid': 'CUISINE_FASTFOOD', 'displayName': 'Cepat saji', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Kompas, Mekarsari, Kabupaten Bekasi, Jawa Barat, Jawa, 17519, Indonesia"
"Ikan Bakar Cianjur, Harapan Indah","{'average': 4.8, 'total': 0}",3,"[{'key': 'tenants/gofood/tags/CUISINE_SEAFOOD', 'tenantUid': 'gofood', 'uid': 'CUISINE_SEAFOOD', 'displayName': 'Seafood', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_ANEKA_NASI', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_NASI', 'displayName': 'Aneka nasi', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Ikan Bakar Cianjur, Jalan Harapan Indah Bulevar, Kota Harapan Indah, Pusakarakyat, Kabupaten Bekasi, Jawa Barat, Jawa, 17214, Indonesia"
"Lontong Medan Selat Malaka Melayu Deli, Mustika Jaya","{'average': 4.6, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_ANEKA_NASI', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_NASI', 'displayName': 'Aneka nasi', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SOTO_BAKSO_SOP', 'tenantUid': 'gofood', 'uid': 'CUISINE_SOTO_BAKSO_SOP', 'displayName': 'Bakso & soto', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_FASTFOOD', 'tenantUid': 'gofood', 'uid': 'CUISINE_FASTFOOD', 'displayName': 'Cepat saji', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Dukuh Zamrud, Dukuh Zamrud Blok L, Familia Urban, Mustikasari, Kota Bekasi, Jawa Barat, Jawa, 17156, Indonesia"
"Soto Kudus Barokah Kang Atho, Tambun Selatan","{'average': 4.6, 'total': 0}",1,"[{'key': 'tenants/gofood/tags/CUISINE_SOTO_BAKSO_SOP', 'tenantUid': 'gofood', 'uid': 'CUISINE_SOTO_BAKSO_SOP', 'displayName': 'Bakso & soto', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Kompas, Mekarsari, Kabupaten Bekasi, Jawa Barat, Jawa, 17519, Indonesia"
"Tahu Pedas Elit, Mustikas Jaya","{'average': 4.8, 'total': 0}",1,"[{'key': 'tenants/gofood/tags/CUISINE_SNACKS_JAJANAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_SNACKS_JAJANAN', 'displayName': 'Jajanan', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","rumah bpak aki, 142, Jalan Haji Jole, Familia Urban, Padurenan, Kota Bekasi, Jawa Barat, Jawa, 17165, Indonesia"
"Dafishato Ramen 1, Metland Tambun","{'average': 4.5, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_JAPANESE', 'tenantUid': 'gofood', 'uid': 'CUISINE_JAPANESE', 'displayName': 'Jepang', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Kompas, Tambun, Kabupaten Bekasi, Jawa Barat, Jawa, 17510, Indonesia"
"Yokobento, Ruko Duku Zamrud","{'average': 4.7, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_JAPANESE', 'tenantUid': 'gofood', 'uid': 'CUISINE_JAPANESE', 'displayName': 'Jepang', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_ANEKA_AYAM_BEBEK', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_AYAM_BEBEK', 'displayName': 'Ayam & bebek', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_FASTFOOD', 'tenantUid': 'gofood', 'uid': 'CUISINE_FASTFOOD', 'displayName': 'Cepat saji', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Yokobento, Jalan Zamrud Utara, Ruko, Dukuh Zamrud, Mustikasari, Kota Bekasi, Jawa Barat, Jawa, 16340, Indonesia"
"BAKMIE 99 SEAFOOD, DUKUH ZAMRUD","{'average': 4.7, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_BAKMIE', 'tenantUid': 'gofood', 'uid': 'CUISINE_BAKMIE', 'displayName': 'Bakmie', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_ANEKA_NASI', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_NASI', 'displayName': 'Aneka nasi', 'description': '', 'taxonomy': 2, 'parentKey': ''}, {'key': 'tenants/gofood/tags/CUISINE_SEAFOOD', 'tenantUid': 'gofood', 'uid': 'CUISINE_SEAFOOD', 'displayName': 'Seafood', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Zamrud Utara, Dukuh Zamrud, Mustikajaya, Kota Bekasi, Jawa Barat, Jawa, 17156, Indonesia"
"Sate Tegal Barokah, Jati Makmur","{'average': 4.7, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_SATE', 'tenantUid': 'gofood', 'uid': 'CUISINE_SATE', 'displayName': 'Sate', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Raya Jati Makmur, Duta Indah, Jatimakmur, Kota Bekasi, Jawa Barat, Jawa, 17413, Indonesia"
"Teras Pak Bendot, Pondok Gede","{'average': 0, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_ANEKA_AYAM_BEBEK', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_AYAM_BEBEK', 'displayName': 'Ayam & bebek', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Gang Musolla, Jatimekar, Kota Bekasi, Jawa Barat, Jawa, 17422, Indonesia"
"Dapur Nadfa, Pondok Gede","{'average': 4.7, 'total': 0}",2,"[{'key': 'tenants/gofood/tags/CUISINE_ANEKA_NASI', 'tenantUid': 'gofood', 'uid': 'CUISINE_ANEKA_NASI', 'displayName': 'Aneka nasi', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan Delta Zamrud, Jatiwaringin, Kota Bekasi, Jawa Barat, Jawa, 17411, Indonesia"
Warung Sopel & Mie Gledek,"{'average': 0, 'total': 0}",0,"[{'key': 'tenants/gofood/tags/CUISINE_SNACKS_JAJANAN', 'tenantUid': 'gofood', 'uid': 'CUISINE_SNACKS_JAJANAN', 'displayName': 'Jajanan', 'description': '', 'taxonomy': 2, 'parentKey': ''}]","Jalan K. Haji Masud, Kompas, Tambun, Kabupaten Bekasi, Jawa Barat, Jawa, 17520, Indonesia"
